"GEO-Cloud_001-To-Chetumal - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
5,27344.929,11 Aug 2014 00:05:44.929,28013.730,11 Aug 2014 00:16:53.730,668.801
6,33156.189,11 Aug 2014 01:42:36.189,33817.369,11 Aug 2014 01:53:37.369,661.180
7,38953.417,11 Aug 2014 03:19:13.417,39608.421,11 Aug 2014 03:30:08.421,655.005
8,44744.342,11 Aug 2014 04:55:44.342,45404.752,11 Aug 2014 05:06:44.752,660.410
9,50546.225,11 Aug 2014 06:32:26.225,51214.851,11 Aug 2014 06:43:34.851,668.627
10,56380.380,11 Aug 2014 08:09:40.380,57039.065,11 Aug 2014 08:20:39.065,658.685
11,62264.739,11 Aug 2014 09:47:44.739,62874.633,11 Aug 2014 09:57:54.633,609.894
12,68209.189,11 Aug 2014 11:26:49.189,68719.380,11 Aug 2014 11:35:19.380,510.191
13,74210.049,11 Aug 2014 13:06:50.049,74574.647,11 Aug 2014 13:12:54.647,364.598
14,80233.003,11 Aug 2014 14:47:13.003,80457.501,11 Aug 2014 14:50:57.501,224.498
15,86182.817,11 Aug 2014 16:26:22.817,86400.000,11 Aug 2014 16:30:00.000,217.183

"GEO-Cloud_016-To-Sydney - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,25310.431,10 Aug 2014 23:31:50.431,25777.835,10 Aug 2014 23:39:37.835,467.404
2,31042.534,11 Aug 2014 01:07:22.534,31677.973,11 Aug 2014 01:17:57.973,635.440
3,64748.723,11 Aug 2014 10:29:08.723,65038.647,11 Aug 2014 10:33:58.647,289.924
4,70328.122,11 Aug 2014 12:02:08.122,70987.405,11 Aug 2014 12:13:07.405,659.284

"GEO-Cloud_016-To-Troll - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,784.188,10 Aug 2014 16:43:04.188,1366.547,10 Aug 2014 16:52:46.547,582.359
2,6523.858,10 Aug 2014 18:18:43.858,7142.471,10 Aug 2014 18:29:02.471,618.612
3,12284.902,10 Aug 2014 19:54:44.902,12945.895,10 Aug 2014 20:05:45.895,660.993
4,18107.567,10 Aug 2014 21:31:47.567,18763.753,10 Aug 2014 21:42:43.753,656.187
5,24023.920,10 Aug 2014 23:10:23.920,24581.909,10 Aug 2014 23:19:41.909,557.989
6,30080.007,11 Aug 2014 00:51:20.007,30365.680,11 Aug 2014 00:56:05.680,285.674
7,54085.577,11 Aug 2014 07:31:25.577,54303.427,11 Aug 2014 07:35:03.427,217.851
8,59853.452,11 Aug 2014 09:07:33.452,60389.309,11 Aug 2014 09:16:29.309,535.857
9,65670.263,11 Aug 2014 10:44:30.263,66320.044,11 Aug 2014 10:55:20.044,649.781
10,71489.000,11 Aug 2014 12:21:29.000,72153.041,11 Aug 2014 12:32:33.041,664.041
11,77295.049,11 Aug 2014 13:58:15.049,77919.938,11 Aug 2014 14:08:39.938,624.889
12,83075.059,11 Aug 2014 15:34:35.059,83659.900,11 Aug 2014 15:44:19.900,584.841

"GEO-Cloud_017-To-Chetumal - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,2257.882,10 Aug 2014 17:07:37.882,2740.923,10 Aug 2014 17:15:40.923,483.042
2,39875.856,11 Aug 2014 03:34:35.856,40388.366,11 Aug 2014 03:43:08.366,512.510
3,45640.350,11 Aug 2014 05:10:40.350,46217.494,11 Aug 2014 05:20:17.494,577.144
4,84426.563,11 Aug 2014 15:57:06.563,85078.614,11 Aug 2014 16:07:58.614,652.052

"GEO-Cloud_017-To-Cordoba - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,34733.607,11 Aug 2014 02:08:53.607,35384.686,11 Aug 2014 02:19:44.686,651.080
2,40714.162,11 Aug 2014 03:48:34.162,41050.553,11 Aug 2014 03:54:10.553,336.391
3,77808.011,11 Aug 2014 14:06:48.011,78349.715,11 Aug 2014 14:15:49.715,541.704
4,83583.691,11 Aug 2014 15:43:03.691,84182.297,11 Aug 2014 15:53:02.297,598.606

"GEO-Cloud_017-To-Dubai - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,4602.123,10 Aug 2014 17:46:42.123,4986.235,10 Aug 2014 17:53:06.235,384.112
2,10287.574,10 Aug 2014 19:21:27.574,10924.030,10 Aug 2014 19:32:04.030,636.456
3,49314.891,11 Aug 2014 06:11:54.891,49961.153,11 Aug 2014 06:22:41.153,646.262
4,55299.787,11 Aug 2014 07:51:39.787,55606.835,11 Aug 2014 07:56:46.835,307.048

"GEO-Cloud_017-To-Irkutsk - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,3951.914,10 Aug 2014 17:35:51.914,4485.210,10 Aug 2014 17:44:45.210,533.296
2,32257.211,11 Aug 2014 01:27:37.211,32811.113,11 Aug 2014 01:36:51.113,553.903
3,37988.208,11 Aug 2014 03:03:08.208,38648.396,11 Aug 2014 03:14:08.396,660.188
4,44001.262,11 Aug 2014 04:43:21.262,44358.669,11 Aug 2014 04:49:18.669,357.407
5,80393.224,11 Aug 2014 14:49:53.224,80938.157,11 Aug 2014 14:58:58.157,544.933
6,86169.820,11 Aug 2014 16:26:09.820,86400.000,11 Aug 2014 16:30:00.000,230.180

"GEO-Cloud_017-To-Kourou - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,34114.693,11 Aug 2014 01:58:34.693,34769.934,11 Aug 2014 02:09:29.934,655.241
2,72704.340,11 Aug 2014 12:41:44.340,72995.961,11 Aug 2014 12:46:35.961,291.621
3,78319.859,11 Aug 2014 14:15:19.859,78951.737,11 Aug 2014 14:25:51.737,631.878

"GEO-Cloud_017-To-Krugersdorp - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,11213.541,10 Aug 2014 19:36:53.541,11798.639,10 Aug 2014 19:46:38.639,585.099
2,17040.941,10 Aug 2014 21:14:00.941,17571.756,10 Aug 2014 21:22:51.756,530.815
3,54495.427,11 Aug 2014 07:38:15.427,54892.186,11 Aug 2014 07:44:52.186,396.759
4,60188.412,11 Aug 2014 09:13:08.412,60822.326,11 Aug 2014 09:23:42.326,633.913

"GEO-Cloud_017-To-Malaysia - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,37279.097,11 Aug 2014 02:51:19.097,37821.564,11 Aug 2014 03:00:21.564,542.467
2,43079.468,11 Aug 2014 04:27:59.468,43602.954,11 Aug 2014 04:36:42.954,523.486
3,81195.354,11 Aug 2014 15:03:15.354,81780.985,11 Aug 2014 15:13:00.985,585.631

"GEO-Cloud_017-To-Prince_Albert - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,2771.417,10 Aug 2014 17:16:11.417,3422.231,10 Aug 2014 17:27:02.231,650.814
2,8845.484,10 Aug 2014 18:57:25.484,9094.403,10 Aug 2014 19:01:34.403,248.920
3,45127.606,11 Aug 2014 05:02:07.606,45709.265,11 Aug 2014 05:11:49.265,581.659
4,50918.462,11 Aug 2014 06:38:38.462,51568.660,11 Aug 2014 06:49:28.660,650.197
5,56794.670,11 Aug 2014 08:16:34.670,57194.111,11 Aug 2014 08:23:14.111,399.441
6,79436.647,11 Aug 2014 14:33:56.647,79778.009,11 Aug 2014 14:39:38.009,341.362
7,85030.805,11 Aug 2014 16:07:10.805,85668.993,11 Aug 2014 16:17:48.993,638.188

"GEO-Cloud_017-To-Puertollano - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,21850.906,10 Aug 2014 22:34:10.906,22482.416,10 Aug 2014 22:44:42.416,631.511
2,27688.552,11 Aug 2014 00:11:28.552,28223.280,11 Aug 2014 00:20:23.280,534.729
3,61328.245,11 Aug 2014 09:32:08.245,61930.208,11 Aug 2014 09:42:10.208,601.963
4,67145.642,11 Aug 2014 11:09:05.642,67723.454,11 Aug 2014 11:18:43.454,577.812

"GEO-Cloud_017-To-Svalbard - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,3636.600,10 Aug 2014 17:30:36.600,3979.476,10 Aug 2014 17:36:19.476,342.876
2,9493.915,10 Aug 2014 19:08:13.915,9986.490,10 Aug 2014 19:16:26.490,492.575
3,15339.887,10 Aug 2014 20:45:39.887,15939.277,10 Aug 2014 20:55:39.277,599.390
4,21176.801,10 Aug 2014 22:22:56.801,21831.493,10 Aug 2014 22:33:51.493,654.693
5,27002.740,11 Aug 2014 00:00:02.740,27671.589,11 Aug 2014 00:11:11.589,668.849
6,32814.869,11 Aug 2014 01:36:54.869,33476.638,11 Aug 2014 01:47:56.638,661.769
7,38612.807,11 Aug 2014 03:13:32.807,39267.865,11 Aug 2014 03:24:27.865,655.058
8,44403.701,11 Aug 2014 04:50:03.701,45063.550,11 Aug 2014 05:01:03.550,659.849
9,50204.353,11 Aug 2014 06:26:44.353,50872.776,11 Aug 2014 06:37:52.776,668.424
10,56036.052,11 Aug 2014 08:03:56.052,56696.225,11 Aug 2014 08:14:56.225,660.173
11,61917.091,11 Aug 2014 09:41:57.091,62531.201,11 Aug 2014 09:52:11.201,614.110
12,67857.930,11 Aug 2014 11:20:57.930,68375.430,11 Aug 2014 11:29:35.430,517.499
13,73855.976,11 Aug 2014 13:00:55.976,74229.892,11 Aug 2014 13:07:09.892,373.916
14,79879.722,11 Aug 2014 14:41:19.722,80109.819,11 Aug 2014 14:45:09.819,230.097
15,85835.898,11 Aug 2014 16:20:35.898,86075.673,11 Aug 2014 16:24:35.673,239.775

"GEO-Cloud_017-To-Sydney - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,24987.909,10 Aug 2014 23:26:27.909,25411.878,10 Aug 2014 23:33:31.878,423.969
2,30698.021,11 Aug 2014 01:01:38.021,31342.441,11 Aug 2014 01:12:22.441,644.420
3,64455.173,11 Aug 2014 10:24:15.173,64659.652,11 Aug 2014 10:27:39.652,204.479
4,69987.049,11 Aug 2014 11:56:27.049,70646.243,11 Aug 2014 12:07:26.243,659.194
5,76068.434,11 Aug 2014 13:37:48.434,76233.256,11 Aug 2014 13:40:33.256,164.821

"GEO-Cloud_017-To-Troll - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,446.406,10 Aug 2014 16:37:26.406,1027.914,10 Aug 2014 16:47:07.914,581.509
2,6186.175,10 Aug 2014 18:13:06.175,6801.941,10 Aug 2014 18:23:21.941,615.765
3,11944.759,10 Aug 2014 19:49:04.759,12604.091,10 Aug 2014 20:00:04.091,659.332
4,17762.861,10 Aug 2014 21:26:02.861,18421.472,10 Aug 2014 21:37:01.472,658.611
5,23672.833,10 Aug 2014 23:04:32.833,24240.103,10 Aug 2014 23:14:00.103,567.270
6,29717.422,11 Aug 2014 00:45:17.422,30029.012,11 Aug 2014 00:50:29.012,311.590
7,53755.231,11 Aug 2014 07:25:55.231,53933.346,11 Aug 2014 07:28:53.346,178.115
8,59511.934,11 Aug 2014 09:01:51.934,60036.757,11 Aug 2014 09:10:36.757,524.823
9,65327.979,11 Aug 2014 10:38:47.979,65974.292,11 Aug 2014 10:49:34.292,646.313
10,71147.046,11 Aug 2014 12:15:47.046,71812.190,11 Aug 2014 12:26:52.190,665.144
11,76954.218,11 Aug 2014 13:52:34.218,77581.989,11 Aug 2014 14:03:01.989,627.771
12,82736.065,11 Aug 2014 15:28:56.065,83322.315,11 Aug 2014 15:38:42.315,586.249

